Time(GMT),Topic,CMD,Frame ID,확장 Frame ID,Data,DIAG_DATA,MON_DATA,WIFI_DATA,Raw Data
06:38:17,lime/devices,completeProvisioning,0xt ,,,,,,"{""did"":""a37da83a-b7dd-1af0-a778-34e6e696b22c"",""mid"":1750833497460,""cmd"":""completeProvisioning"",""type"":0,""data"":{""result"":0,""host"":""message"",""appInfo"":{""host"":""message"",""publication"":{""message"":""clip/message/devices/a37da83a-b7dd-1af0-a778-34e6e696b22c"",""provisioning"":""clip/provisioning/devices/a37da83a-b7dd-1af0-a778-34e6e696b22c""}},""provisioningType"":""deploy""}}"
06:38:17,lime/devices,packet,0x29,,AA07F029019EBB,,,,"{""did"":""a37da83a-b7dd-1af0-a778-34e6e696b22c"",""mid"":1750833497462,""cmd"":""packet"",""type"":1,""data"":""AA07F029019EBB""}"
06:38:17,lime/devices,packet,0xCE,,AA2EF0CE01000000010001040005000CFEFF010000FFFFFFFFFFFFFFFFFFFFFFFFFFFF000199A2E602932E00D6BB,,,,"{""did"":""a37da83a-b7dd-1af0-a778-34e6e696b22c"",""mid"":1750833497462,""cmd"":""packet"",""type"":1,""data"":""AA2EF0CE01000000010001040005000CFEFF010000FFFFFFFFFFFFFFFFFFFFFFFFFFFF000199A2E602932E00D6BB""}"
06:38:17,lime/devices,modem_cmd_ext,0xt ,,,,,,"{""did"":""a37da83a-b7dd-1af0-a778-34e6e696b22c"",""mid"":1750833497462,""cmd"":""modem_cmd_ext"",""type"":0,""data"":{""subcmd"":""cctld"",""type"":4,""jira"":""SMTCO-3489""}}"
06:38:17,lime/devices,packet,0x28,,AA06F0289DBB,,,,"{""did"":""a37da83a-b7dd-1af0-a778-34e6e696b22c"",""mid"":1750833497517,""cmd"":""packet"",""type"":1,""data"":""AA06F0289DBB""}"
06:38:18,clip/message/devices,completeProvisioning_ack,,,,,,,"{""mid"":201148,""did"":""a37da83a-b7dd-1af0-a778-34e6e696b22c"",""kind"":""FAKPU23016"",""cmd"":""completeProvisioning_ack"",""rssi"":-51,""ble_rssi"":-100,""fs"":""idle"",""br"":4800,""per"":-1,""data"":null,""type"":1}"
06:38:18,lime/devices,packet,0xED,,AA12F0ED1121010000001804111200005EBB,,,,"{""did"":""a37da83a-b7dd-1af0-a778-34e6e696b22c"",""mid"":1750833498230,""cmd"":""packet"",""type"":1,""data"":""AA12F0ED1121010000001804111200005EBB""}"
06:38:19,clip/message/devices,device_packet,0x0A,0x0103,AAFF330A00A10000950002010300660C0A020B0C03390051280002010322040008000B000014000000000400000042900000000000000000050002000203640364036400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105002546414B50553233303136000000000000000000000102CCDC6279080700000000000000000043CABB,,,,"{""mid"":202569,""did"":""a37da83a-b7dd-1af0-a778-34e6e696b22c"",""kind"":""FAKPU23016"",""cmd"":""device_packet"",""rssi"":-52,""ble_rssi"":-100,""fs"":""idle"",""br"":4800,""per"":-1,""data"":""AAFF330A00A10000950002010300660C0A020B0C03390051280002010322040008000B000014000000000400000042900000000000000000050002000203640364036400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105002546414B50553233303136000000000000000000000102CCDC6279080700000000000000000043CABB"",""type"":1}"
06:38:19,lime/devices,ack,0x00,,AA0AF0000A04009512BB,,,,"{""did"":""a37da83a-b7dd-1af0-a778-34e6e696b22c"",""mid"":1750833499676,""cmd"":""ack"",""type"":1,""data"":""AA0AF0000A04009512BB""}"
06:38:20,clip/message/devices,device_packet,0x0A,0x00EB,AAFF330A0058000096000100EB00460A00000E0F4E000000000000000008000B000000000E249007000000000400000000000000000000240000000000000400004000000000000000F0006400040800000000000054B3BB,,,,"{""mid"":203084,""did"":""a37da83a-b7dd-1af0-a778-34e6e696b22c"",""kind"":""FAKPU23016"",""cmd"":""device_packet"",""rssi"":-52,""ble_rssi"":-100,""fs"":""idle"",""br"":4800,""per"":-1,""data"":""AAFF330A0058000096000100EB00460A00000E0F4E000000000000000008000B000000000E249007000000000400000000000000000000240000000000000400004000000000000000F0006400040800000000000054B3BB"",""type"":1}"
06:38:20,lime/devices,ack,0x00,,AA0AF0000A0400961DBB,,,,"{""did"":""a37da83a-b7dd-1af0-a778-34e6e696b22c"",""mid"":1750833500162,""cmd"":""ack"",""type"":1,""data"":""AA0AF0000A0400961DBB""}"
06:38:20,clip/message/devices,device_packet,0xD8,,AA0733D800E9BB,,,,"{""mid"":203569,""did"":""a37da83a-b7dd-1af0-a778-34e6e696b22c"",""kind"":""FAKPU23016"",""cmd"":""device_packet"",""rssi"":-52,""ble_rssi"":-100,""fs"":""idle"",""br"":4800,""per"":-1,""data"":""AA0733D800E9BB"",""type"":1}"
06:38:20,lime/devices,ack,0x00,,AA08F000D8042BBB,,,,"{""did"":""a37da83a-b7dd-1af0-a778-34e6e696b22c"",""mid"":1750833500655,""cmd"":""ack"",""type"":1,""data"":""AA08F000D8042BBB""}"
