Time(GMT),Topic,CMD,Frame ID,확장 Frame ID,Data,DIAG_DATA,MON_DATA,WIFI_DATA,Raw Data
06:47:16,lime/devices,completeProvisioning,0xt ,,,,,,"{""did"":""a37da83a-b7dd-1af0-a778-34e6e696b22c"",""mid"":1750920436166,""cmd"":""completeProvisioning"",""type"":0,""data"":{""result"":0,""host"":""message"",""appInfo"":{""host"":""message"",""publication"":{""message"":""clip/message/devices/a37da83a-b7dd-1af0-a778-34e6e696b22c"",""provisioning"":""clip/provisioning/devices/a37da83a-b7dd-1af0-a778-34e6e696b22c""}},""provisioningType"":""deploy""}}"
06:47:16,lime/devices,packet,0xCE,,AA2EF0CE01000000010001040005000CFEFF010000FFFFFFFFFFFFFFFFFFFFFFFFFFFF00005EE85D02932E0051BB,,,,"{""did"":""a37da83a-b7dd-1af0-a778-34e6e696b22c"",""mid"":1750920436168,""cmd"":""packet"",""type"":1,""data"":""AA2EF0CE01000000010001040005000CFEFF010000FFFFFFFFFFFFFFFFFFFFFFFFFFFF00005EE85D02932E0051BB""}"
06:47:16,lime/devices,modem_cmd_ext,0xt ,,,,,,"{""did"":""a37da83a-b7dd-1af0-a778-34e6e696b22c"",""mid"":1750920436167,""cmd"":""modem_cmd_ext"",""type"":0,""data"":{""subcmd"":""cctld"",""type"":4,""jira"":""SMTCO-3489""}}"
06:47:16,lime/devices,packet,0x29,,AA07F029019EBB,,,,"{""did"":""a37da83a-b7dd-1af0-a778-34e6e696b22c"",""mid"":1750920436167,""cmd"":""packet"",""type"":1,""data"":""AA07F029019EBB""}"
06:47:16,lime/devices,packet,0x28,,AA06F0289DBB,,,,"{""did"":""a37da83a-b7dd-1af0-a778-34e6e696b22c"",""mid"":1750920436201,""cmd"":""packet"",""type"":1,""data"":""AA06F0289DBB""}"
06:47:16,clip/message/devices,completeProvisioning_ack,,,,,,,"{""mid"":187079,""did"":""a37da83a-b7dd-1af0-a778-34e6e696b22c"",""kind"":""FAKPU23016"",""cmd"":""completeProvisioning_ack"",""rssi"":-55,""ble_rssi"":-100,""fs"":""idle"",""br"":4800,""per"":-1,""data"":null,""type"":1}"
06:47:17,lime/devices,packet,0xED,,AA12F0ED1121010000001804111200005EBB,,,,"{""did"":""a37da83a-b7dd-1af0-a778-34e6e696b22c"",""mid"":1750920436953,""cmd"":""packet"",""type"":1,""data"":""AA12F0ED1121010000001804111200005EBB""}"
06:47:17,clip/message/devices,device_packet,0xD8,,AA0733D800E9BB,,,,"{""mid"":187947,""did"":""a37da83a-b7dd-1af0-a778-34e6e696b22c"",""kind"":""FAKPU23016"",""cmd"":""device_packet"",""rssi"":-55,""ble_rssi"":-100,""fs"":""idle"",""br"":4800,""per"":-1,""data"":""AA0733D800E9BB"",""type"":1}"
06:47:17,lime/devices,ack,0x00,,AA08F000D8042BBB,,,,"{""did"":""a37da83a-b7dd-1af0-a778-34e6e696b22c"",""mid"":1750920437798,""cmd"":""ack"",""type"":1,""data"":""AA08F000D8042BBB""}"
06:47:18,clip/message/devices,device_packet,0x0A,0x00EB,AAFF330A0058000054000100EB00460A00000E0F4E000000000000000007000B000400000E009007000000000400000000000000000000200000000000000400004000000000000000F0006400040800000000000029EEBB,,,,"{""mid"":188595,""did"":""a37da83a-b7dd-1af0-a778-34e6e696b22c"",""kind"":""FAKPU23016"",""cmd"":""device_packet"",""rssi"":-53,""ble_rssi"":-100,""fs"":""idle"",""br"":4800,""per"":-1,""data"":""AAFF330A0058000054000100EB00460A00000E0F4E000000000000000007000B000400000E009007000000000400000000000000000000200000000000000400004000000000000000F0006400040800000000000029EEBB"",""type"":1}"
